COUNTRY,CITY,LOCATION,PARAMETER
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",so2
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",no2
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",o3
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",pm25
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",co
IN,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBSPCB",pm10
IN,Haldia,Haldia - WBSPCB,so2
IN,Haldia,Haldia - WBSPCB,no2
IN,Haldia,Haldia - WBSPCB,o3
IN,Haldia,Haldia - WBSPCB,pm25
IN,Haldia,Haldia - WBSPCB,co
IN,Haldia,Haldia - WBSPCB,pm10
MN,Ulaanbaatar,Bukhiin urguu,so2
MN,Ulaanbaatar,Bukhiin urguu,no2
MN,Ulaanbaatar,Bukhiin urguu,o3
MN,Ulaanbaatar,Bukhiin urguu,pm25
MN,Ulaanbaatar,Bukhiin urguu,co
MN,Ulaanbaatar,Bukhiin urguu,pm10
MN,Ulaanbaatar,Mongol gazar,so2
MN,Ulaanbaatar,Mongol gazar,no2
MN,Ulaanbaatar,Mongol gazar,o3
MN,Ulaanbaatar,Mongol gazar,pm25
MN,Ulaanbaatar,Mongol gazar,co
MN,Ulaanbaatar,Mongol gazar,pm10
NL,Amsterdam,Amsterdam-Einsteinweg,so2
NL,Amsterdam,Amsterdam-Einsteinweg,no2
NL,Amsterdam,Amsterdam-Einsteinweg,o3
NL,Amsterdam,Amsterdam-Einsteinweg,pm25
NL,Amsterdam,Amsterdam-Einsteinweg,co
NL,Amsterdam,Amsterdam-Einsteinweg,pm10
NL,Amsterdam,Amsterdam-Van Diemenstraat,so2
NL,Amsterdam,Amsterdam-Van Diemenstraat,no2
NL,Amsterdam,Amsterdam-Van Diemenstraat,o3
NL,Amsterdam,Amsterdam-Van Diemenstraat,pm25
NL,Amsterdam,Amsterdam-Van Diemenstraat,co
NL,Amsterdam,Amsterdam-Van Diemenstraat,pm10
NL,Amsterdam,Amsterdam-Vondelpark,so2
NL,Amsterdam,Amsterdam-Vondelpark,no2
NL,Amsterdam,Amsterdam-Vondelpark,o3
NL,Amsterdam,Amsterdam-Vondelpark,pm25
NL,Amsterdam,Amsterdam-Vondelpark,co
NL,Amsterdam,Amsterdam-Vondelpark,pm10
NL,IJmuiden,IJmuiden-Kanaaldijk,so2
NL,IJmuiden,IJmuiden-Kanaaldijk,no2
NL,IJmuiden,IJmuiden-Kanaaldijk,o3
NL,IJmuiden,IJmuiden-Kanaaldijk,pm25
NL,IJmuiden,IJmuiden-Kanaaldijk,co
NL,IJmuiden,IJmuiden-Kanaaldijk,pm10
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,so2
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,no2
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,o3
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,pm25
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,co
NL,Wijk aan Zee,Wijk aan Zee-Burgemeester Rothestraat,pm10
NL,Badhoevedorp,Badhoevedorp-Sloterweg,so2
NL,Badhoevedorp,Badhoevedorp-Sloterweg,no2
NL,Badhoevedorp,Badhoevedorp-Sloterweg,o3
NL,Badhoevedorp,Badhoevedorp-Sloterweg,pm25
NL,Badhoevedorp,Badhoevedorp-Sloterweg,co
NL,Badhoevedorp,Badhoevedorp-Sloterweg,pm10
NL,Zegveld,Zegveld-Oude Meije,so2
NL,Zegveld,Zegveld-Oude Meije,no2
NL,Zegveld,Zegveld-Oude Meije,o3
NL,Zegveld,Zegveld-Oude Meije,pm25
NL,Zegveld,Zegveld-Oude Meije,co
NL,Zegveld,Zegveld-Oude Meije,pm10
NL,Cabauw,Cabauw-Wielsekade,so2
NL,Cabauw,Cabauw-Wielsekade,no2
NL,Cabauw,Cabauw-Wielsekade,o3
NL,Cabauw,Cabauw-Wielsekade,pm25
NL,Cabauw,Cabauw-Wielsekade,co
NL,Cabauw,Cabauw-Wielsekade,pm10
NL,Nijmegen,Nijmegen-Graafseweg,so2
NL,Nijmegen,Nijmegen-Graafseweg,no2
NL,Nijmegen,Nijmegen-Graafseweg,o3
NL,Nijmegen,Nijmegen-Graafseweg,pm25
NL,Nijmegen,Nijmegen-Graafseweg,co
NL,Nijmegen,Nijmegen-Graafseweg,pm10
NL,Nijmegen,Nijmegen-Ruyterstraat,so2
NL,Nijmegen,Nijmegen-Ruyterstraat,no2
NL,Nijmegen,Nijmegen-Ruyterstraat,o3
NL,Nijmegen,Nijmegen-Ruyterstraat,pm25
NL,Nijmegen,Nijmegen-Ruyterstraat,co
NL,Nijmegen,Nijmegen-Ruyterstraat,pm10
NL,Hoogvliet,Hoogvliet-Leemkuil,so2
NL,Hoogvliet,Hoogvliet-Leemkuil,no2
NL,Hoogvliet,Hoogvliet-Leemkuil,o3
NL,Hoogvliet,Hoogvliet-Leemkuil,pm25
NL,Hoogvliet,Hoogvliet-Leemkuil,co
NL,Hoogvliet,Hoogvliet-Leemkuil,pm10
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,so2
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,no2
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,o3
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,pm25
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,co
NL,Rotterdam Zuid,Rotterdam Zuid-Zwartewaalstraat,pm10
NL,Ridderkerk,Ridderkerk-Hogeweg,so2
NL,Ridderkerk,Ridderkerk-Hogeweg,no2
NL,Ridderkerk,Ridderkerk-Hogeweg,o3
NL,Ridderkerk,Ridderkerk-Hogeweg,pm25
NL,Ridderkerk,Ridderkerk-Hogeweg,co
NL,Ridderkerk,Ridderkerk-Hogeweg,pm10
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,so2
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,no2
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,o3
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,pm25
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,co
NL,Rotterdam,Rotterdam-Oost Sidelinge A13,pm10
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,so2
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,no2
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,o3
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,pm25
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,co
NL,Rotterdam Noord ,Rotterdam Noord -Statenweg,pm10
NL,Schiedam,Schiedam-Alphons Arienstraat,so2
NL,Schiedam,Schiedam-Alphons Arienstraat,no2
NL,Schiedam,Schiedam-Alphons Arienstraat,o3
NL,Schiedam,Schiedam-Alphons Arienstraat,pm25
NL,Schiedam,Schiedam-Alphons Arienstraat,co
NL,Schiedam,Schiedam-Alphons Arienstraat,pm10
NL,Maassluis,Maassluis-Kwartellaan,so2
NL,Maassluis,Maassluis-Kwartellaan,no2
NL,Maassluis,Maassluis-Kwartellaan,o3
NL,Maassluis,Maassluis-Kwartellaan,pm25
NL,Maassluis,Maassluis-Kwartellaan,co
NL,Maassluis,Maassluis-Kwartellaan,pm10
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,so2
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,no2
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,o3
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,pm25
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,co
NL,Hoek v. Holland,Hoek v. Holland-Berghaven,pm10
NL,Amsterdam,Amsterdam-Haarlemmerweg,so2
NL,Amsterdam,Amsterdam-Haarlemmerweg,no2
NL,Amsterdam,Amsterdam-Haarlemmerweg,o3
NL,Amsterdam,Amsterdam-Haarlemmerweg,pm25
NL,Amsterdam,Amsterdam-Haarlemmerweg,co
NL,Amsterdam,Amsterdam-Haarlemmerweg,pm10
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,so2
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,no2
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,o3
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,pm25
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,co
NL,Amsterdam,Amsterdam-Nieuwendammerdijk,pm10
NL,Amsterdam,Amsterdam-Stadhouderskade,so2
NL,Amsterdam,Amsterdam-Stadhouderskade,no2
NL,Amsterdam,Amsterdam-Stadhouderskade,o3
NL,Amsterdam,Amsterdam-Stadhouderskade,pm25
NL,Amsterdam,Amsterdam-Stadhouderskade,co
NL,Amsterdam,Amsterdam-Stadhouderskade,pm10
NL,Amsterdam,Amsterdam-Oude Schans,so2
NL,Amsterdam,Amsterdam-Oude Schans,no2
NL,Amsterdam,Amsterdam-Oude Schans,o3
NL,Amsterdam,Amsterdam-Oude Schans,pm25
NL,Amsterdam,Amsterdam-Oude Schans,co
NL,Amsterdam,Amsterdam-Oude Schans,pm10
NL,Amsterdam,Amsterdam-Jan van Galenstraat,so2
NL,Amsterdam,Amsterdam-Jan van Galenstraat,no2
NL,Amsterdam,Amsterdam-Jan van Galenstraat,o3
NL,Amsterdam,Amsterdam-Jan van Galenstraat,pm25
NL,Amsterdam,Amsterdam-Jan van Galenstraat,co
NL,Amsterdam,Amsterdam-Jan van Galenstraat,pm10
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),so2
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),no2
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),o3
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),pm25
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),co
NL,Amsterdam,Amsterdam-Kantershof (Zuid Oost),pm10
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),so2
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),no2
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),o3
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),pm25
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),co
NL,Amsterdam,Amsterdam-Sportpark Ookmeer (Osdorp),pm10
NL,Zaandam,Zaandam-Wagenschotpad,so2
NL,Zaandam,Zaandam-Wagenschotpad,no2
NL,Zaandam,Zaandam-Wagenschotpad,o3
NL,Zaandam,Zaandam-Wagenschotpad,pm25
NL,Zaandam,Zaandam-Wagenschotpad,co
NL,Zaandam,Zaandam-Wagenschotpad,pm10
NL,Amsterdam,Amsterdam-Spaarnwoude,so2
NL,Amsterdam,Amsterdam-Spaarnwoude,no2
NL,Amsterdam,Amsterdam-Spaarnwoude,o3
NL,Amsterdam,Amsterdam-Spaarnwoude,pm25
NL,Amsterdam,Amsterdam-Spaarnwoude,co
NL,Amsterdam,Amsterdam-Spaarnwoude,pm10
NL,Amsterdam,Amsterdam-Hoogtij,so2
NL,Amsterdam,Amsterdam-Hoogtij,no2
NL,Amsterdam,Amsterdam-Hoogtij,o3
NL,Amsterdam,Amsterdam-Hoogtij,pm25
NL,Amsterdam,Amsterdam-Hoogtij,co
NL,Amsterdam,Amsterdam-Hoogtij,pm10
NL,Hilversum,Hilversum-J. Gerardtsweg,so2
NL,Hilversum,Hilversum-J. Gerardtsweg,no2
NL,Hilversum,Hilversum-J. Gerardtsweg,o3
NL,Hilversum,Hilversum-J. Gerardtsweg,pm25
NL,Hilversum,Hilversum-J. Gerardtsweg,co
NL,Hilversum,Hilversum-J. Gerardtsweg,pm10
NL,Laren,Laren-Jagerspad,so2
NL,Laren,Laren-Jagerspad,no2
NL,Laren,Laren-Jagerspad,o3
NL,Laren,Laren-Jagerspad,pm25
NL,Laren,Laren-Jagerspad,co
NL,Laren,Laren-Jagerspad,pm10
NL,Veldhoven,Veldhoven-Europalaan,so2
NL,Veldhoven,Veldhoven-Europalaan,no2
NL,Veldhoven,Veldhoven-Europalaan,o3
NL,Veldhoven,Veldhoven-Europalaan,pm25
NL,Veldhoven,Veldhoven-Europalaan,co
NL,Veldhoven,Veldhoven-Europalaan,pm10
NL,Geleen,Geleen-Vouershof,so2
NL,Geleen,Geleen-Vouershof,no2
NL,Geleen,Geleen-Vouershof,o3
NL,Geleen,Geleen-Vouershof,pm25
NL,Geleen,Geleen-Vouershof,co
NL,Geleen,Geleen-Vouershof,pm10
NL,Geleen,Geleen-Asterstraat,so2
NL,Geleen,Geleen-Asterstraat,no2
NL,Geleen,Geleen-Asterstraat,o3
NL,Geleen,Geleen-Asterstraat,pm25
NL,Geleen,Geleen-Asterstraat,co
NL,Geleen,Geleen-Asterstraat,pm10
NL,Maastricht,Maastricht-A2 Nassaulaan,so2
NL,Maastricht,Maastricht-A2 Nassaulaan,no2
NL,Maastricht,Maastricht-A2 Nassaulaan,o3
NL,Maastricht,Maastricht-A2 Nassaulaan,pm25
NL,Maastricht,Maastricht-A2 Nassaulaan,co
NL,Maastricht,Maastricht-A2 Nassaulaan,pm10
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,so2
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,no2
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,o3
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,pm25
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,co
NL,Fijnaart,Fijnaart-Zwingelspaansedijk,pm10
NL,Zaanstad,Zaanstad-Hemkade,so2
NL,Zaanstad,Zaanstad-Hemkade,no2
NL,Zaanstad,Zaanstad-Hemkade,o3
NL,Zaanstad,Zaanstad-Hemkade,pm25
NL,Zaanstad,Zaanstad-Hemkade,co
NL,Zaanstad,Zaanstad-Hemkade,pm10
NL,Hoofddorp,Hoofddorp-Hoofdweg,so2
NL,Hoofddorp,Hoofddorp-Hoofdweg,no2
NL,Hoofddorp,Hoofddorp-Hoofdweg,o3
NL,Hoofddorp,Hoofddorp-Hoofdweg,pm25
NL,Hoofddorp,Hoofddorp-Hoofdweg,co
NL,Hoofddorp,Hoofddorp-Hoofdweg,pm10
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,so2
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,no2
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,o3
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,pm25
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,co
NL,Oude Meer,Oude Meer-Aalsmeerderdijk,pm10
NL,Arnhem,Arnhem-Pleijroute Velperbroek,so2
NL,Arnhem,Arnhem-Pleijroute Velperbroek,no2
NL,Arnhem,Arnhem-Pleijroute Velperbroek,o3
NL,Arnhem,Arnhem-Pleijroute Velperbroek,pm25
NL,Arnhem,Arnhem-Pleijroute Velperbroek,co
NL,Arnhem,Arnhem-Pleijroute Velperbroek,pm10
NL,Posterholt,Posterholt-Vlodropperweg,so2
NL,Posterholt,Posterholt-Vlodropperweg,no2
NL,Posterholt,Posterholt-Vlodropperweg,o3
NL,Posterholt,Posterholt-Vlodropperweg,pm25
NL,Posterholt,Posterholt-Vlodropperweg,co
NL,Posterholt,Posterholt-Vlodropperweg,pm10
NL,Vredepeel,Vredepeel-Vredeweg,so2
NL,Vredepeel,Vredepeel-Vredeweg,no2
NL,Vredepeel,Vredepeel-Vredeweg,o3
NL,Vredepeel,Vredepeel-Vredeweg,pm25
NL,Vredepeel,Vredepeel-Vredeweg,co
NL,Vredepeel,Vredepeel-Vredeweg,pm10
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,so2
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,no2
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,o3
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,pm25
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,co
NL,Wijnandsrade,Wijnandsrade-Opfergeltstraat,pm10
NL,Heerlen,Heerlen-Looierstraat,so2
NL,Heerlen,Heerlen-Looierstraat,no2
NL,Heerlen,Heerlen-Looierstraat,o3
NL,Heerlen,Heerlen-Looierstraat,pm25
NL,Heerlen,Heerlen-Looierstraat,co
NL,Heerlen,Heerlen-Looierstraat,pm10
NL,Heerlen,Heerlen-Jamboreepad,so2
NL,Heerlen,Heerlen-Jamboreepad,no2
NL,Heerlen,Heerlen-Jamboreepad,o3
NL,Heerlen,Heerlen-Jamboreepad,pm25
NL,Heerlen,Heerlen-Jamboreepad,co
NL,Heerlen,Heerlen-Jamboreepad,pm10
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,so2
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,no2
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,o3
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,pm25
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,co
NL,Biest Houtakker,Biest Houtakker-Biestsestraat,pm10
NL,Huijbergen,Huijbergen-Vennekenstraat,so2
NL,Huijbergen,Huijbergen-Vennekenstraat,no2
NL,Huijbergen,Huijbergen-Vennekenstraat,o3
NL,Huijbergen,Huijbergen-Vennekenstraat,pm25
NL,Huijbergen,Huijbergen-Vennekenstraat,co
NL,Huijbergen,Huijbergen-Vennekenstraat,pm10
NL,Eindhoven,Eindhoven-Genovevalaan,so2
NL,Eindhoven,Eindhoven-Genovevalaan,no2
NL,Eindhoven,Eindhoven-Genovevalaan,o3
NL,Eindhoven,Eindhoven-Genovevalaan,pm25
NL,Eindhoven,Eindhoven-Genovevalaan,co
NL,Eindhoven,Eindhoven-Genovevalaan,pm10
NL,Eindhoven,Eindhoven-Noordbrabantlaan,so2
NL,Eindhoven,Eindhoven-Noordbrabantlaan,no2
NL,Eindhoven,Eindhoven-Noordbrabantlaan,o3
NL,Eindhoven,Eindhoven-Noordbrabantlaan,pm25
NL,Eindhoven,Eindhoven-Noordbrabantlaan,co
NL,Eindhoven,Eindhoven-Noordbrabantlaan,pm10
NL,Breda,Breda-Tilburgseweg,so2
NL,Breda,Breda-Tilburgseweg,no2
NL,Breda,Breda-Tilburgseweg,o3
NL,Breda,Breda-Tilburgseweg,pm25
NL,Breda,Breda-Tilburgseweg,co
NL,Breda,Breda-Tilburgseweg,pm10
NL,Breda,Breda-Bastenakenstraat,so2
NL,Breda,Breda-Bastenakenstraat,no2
NL,Breda,Breda-Bastenakenstraat,o3
NL,Breda,Breda-Bastenakenstraat,pm25
NL,Breda,Breda-Bastenakenstraat,co
NL,Breda,Breda-Bastenakenstraat,pm10
NL,Zierikzee,Zierikzee-Lange Slikweg,so2
NL,Zierikzee,Zierikzee-Lange Slikweg,no2
NL,Zierikzee,Zierikzee-Lange Slikweg,o3
NL,Zierikzee,Zierikzee-Lange Slikweg,pm25
NL,Zierikzee,Zierikzee-Lange Slikweg,co
NL,Zierikzee,Zierikzee-Lange Slikweg,pm10
NL,Philippine,Philippine-Stelleweg,so2
NL,Philippine,Philippine-Stelleweg,no2
NL,Philippine,Philippine-Stelleweg,o3
NL,Philippine,Philippine-Stelleweg,pm25
NL,Philippine,Philippine-Stelleweg,co
NL,Philippine,Philippine-Stelleweg,pm10
NL,Den Haag,Den Haag-Rebecquestraat,so2
NL,Den Haag,Den Haag-Rebecquestraat,no2
NL,Den Haag,Den Haag-Rebecquestraat,o3
NL,Den Haag,Den Haag-Rebecquestraat,pm25
NL,Den Haag,Den Haag-Rebecquestraat,co
NL,Den Haag,Den Haag-Rebecquestraat,pm10
NL,Rotterdam,Rotterdam-Schiedamsevest,so2
NL,Rotterdam,Rotterdam-Schiedamsevest,no2
NL,Rotterdam,Rotterdam-Schiedamsevest,o3
NL,Rotterdam,Rotterdam-Schiedamsevest,pm25
NL,Rotterdam,Rotterdam-Schiedamsevest,co
NL,Rotterdam,Rotterdam-Schiedamsevest,pm10
NL,Vlaardingen,Vlaardingen-Floreslaan,so2
NL,Vlaardingen,Vlaardingen-Floreslaan,no2
NL,Vlaardingen,Vlaardingen-Floreslaan,o3
NL,Vlaardingen,Vlaardingen-Floreslaan,pm25
NL,Vlaardingen,Vlaardingen-Floreslaan,co
NL,Vlaardingen,Vlaardingen-Floreslaan,pm10
NL,Westmaas,Westmaas-Groeneweg,so2
NL,Westmaas,Westmaas-Groeneweg,no2
NL,Westmaas,Westmaas-Groeneweg,o3
NL,Westmaas,Westmaas-Groeneweg,pm25
NL,Westmaas,Westmaas-Groeneweg,co
NL,Westmaas,Westmaas-Groeneweg,pm10
NL,Dordrecht,Dordrecht-Bamendaweg,so2
NL,Dordrecht,Dordrecht-Bamendaweg,no2
NL,Dordrecht,Dordrecht-Bamendaweg,o3
NL,Dordrecht,Dordrecht-Bamendaweg,pm25
NL,Dordrecht,Dordrecht-Bamendaweg,co
NL,Dordrecht,Dordrecht-Bamendaweg,pm10
NL,De Zilk,De Zilk-Vogelaarsdreef,so2
NL,De Zilk,De Zilk-Vogelaarsdreef,no2
NL,De Zilk,De Zilk-Vogelaarsdreef,o3
NL,De Zilk,De Zilk-Vogelaarsdreef,pm25
NL,De Zilk,De Zilk-Vogelaarsdreef,co
NL,De Zilk,De Zilk-Vogelaarsdreef,pm10
NL,Den Haag,Den Haag-Veerkade,so2
NL,Den Haag,Den Haag-Veerkade,no2
NL,Den Haag,Den Haag-Veerkade,o3
NL,Den Haag,Den Haag-Veerkade,pm25
NL,Den Haag,Den Haag-Veerkade,co
NL,Den Haag,Den Haag-Veerkade,pm10
NL,Den Haag,Den Haag-Bleriotlaan,so2
NL,Den Haag,Den Haag-Bleriotlaan,no2
NL,Den Haag,Den Haag-Bleriotlaan,o3
NL,Den Haag,Den Haag-Bleriotlaan,pm25
NL,Den Haag,Den Haag-Bleriotlaan,co
NL,Den Haag,Den Haag-Bleriotlaan,pm10
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,so2
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,no2
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,o3
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,pm25
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,co
NL,Wieringerwerf,Wieringerwerf-Medemblikkerweg,pm10
NL,Haarlem,Haarlem-Schipholweg,so2
NL,Haarlem,Haarlem-Schipholweg,no2
NL,Haarlem,Haarlem-Schipholweg,o3
NL,Haarlem,Haarlem-Schipholweg,pm25
NL,Haarlem,Haarlem-Schipholweg,co
NL,Haarlem,Haarlem-Schipholweg,pm10
NL,Biddinghuizen,Biddinghuizen-Kuilweg,so2
NL,Biddinghuizen,Biddinghuizen-Kuilweg,no2
NL,Biddinghuizen,Biddinghuizen-Kuilweg,o3
NL,Biddinghuizen,Biddinghuizen-Kuilweg,pm25
NL,Biddinghuizen,Biddinghuizen-Kuilweg,co
NL,Biddinghuizen,Biddinghuizen-Kuilweg,pm10
NL,Utrecht,Utrecht-de Jongweg,so2
NL,Utrecht,Utrecht-de Jongweg,no2
NL,Utrecht,Utrecht-de Jongweg,o3
NL,Utrecht,Utrecht-de Jongweg,pm25
NL,Utrecht,Utrecht-de Jongweg,co
NL,Utrecht,Utrecht-de Jongweg,pm10
NL,Utrecht,Utrecht-Erzeijstraat,so2
NL,Utrecht,Utrecht-Erzeijstraat,no2
NL,Utrecht,Utrecht-Erzeijstraat,o3
NL,Utrecht,Utrecht-Erzeijstraat,pm25
NL,Utrecht,Utrecht-Erzeijstraat,co
NL,Utrecht,Utrecht-Erzeijstraat,pm10
NL,Breukelen,Breukelen-Snelweg,so2
NL,Breukelen,Breukelen-Snelweg,no2
NL,Breukelen,Breukelen-Snelweg,o3
NL,Breukelen,Breukelen-Snelweg,pm25
NL,Breukelen,Breukelen-Snelweg,co
NL,Breukelen,Breukelen-Snelweg,pm10
NL,Utrecht,Utrecht-Griftpark,so2
NL,Utrecht,Utrecht-Griftpark,no2
NL,Utrecht,Utrecht-Griftpark,o3
NL,Utrecht,Utrecht-Griftpark,pm25
NL,Utrecht,Utrecht-Griftpark,co
NL,Utrecht,Utrecht-Griftpark,pm10
NL,Eibergen,Eibergen-Lintveldseweg,so2
NL,Eibergen,Eibergen-Lintveldseweg,no2
NL,Eibergen,Eibergen-Lintveldseweg,o3
NL,Eibergen,Eibergen-Lintveldseweg,pm25
NL,Eibergen,Eibergen-Lintveldseweg,co
NL,Eibergen,Eibergen-Lintveldseweg,pm10
NL,Wekerom,Wekerom-Riemterdijk,so2
NL,Wekerom,Wekerom-Riemterdijk,no2
NL,Wekerom,Wekerom-Riemterdijk,o3
NL,Wekerom,Wekerom-Riemterdijk,pm25
NL,Wekerom,Wekerom-Riemterdijk,co
NL,Wekerom,Wekerom-Riemterdijk,pm10
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,so2
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,no2
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,o3
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,pm25
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,co
NL,Hellendoorn,Hellendoorn-Luttenbergerweg,pm10
NL,Barsbeek,Barsbeek-De Veenen,so2
NL,Barsbeek,Barsbeek-De Veenen,no2
NL,Barsbeek,Barsbeek-De Veenen,o3
NL,Barsbeek,Barsbeek-De Veenen,pm25
NL,Barsbeek,Barsbeek-De Veenen,co
NL,Barsbeek,Barsbeek-De Veenen,pm10
NL,Balk,Balk-Trophornsterweg,so2
NL,Balk,Balk-Trophornsterweg,no2
NL,Balk,Balk-Trophornsterweg,o3
NL,Balk,Balk-Trophornsterweg,pm25
NL,Balk,Balk-Trophornsterweg,co
NL,Balk,Balk-Trophornsterweg,pm10
NL,Valthermond,Valthermond-Noorderdiep,so2
NL,Valthermond,Valthermond-Noorderdiep,no2
NL,Valthermond,Valthermond-Noorderdiep,o3
NL,Valthermond,Valthermond-Noorderdiep,pm25
NL,Valthermond,Valthermond-Noorderdiep,co
NL,Valthermond,Valthermond-Noorderdiep,pm10
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,so2
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,no2
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,o3
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,pm25
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,co
NL,Kollumerwaard,Kollumerwaard-Hooge Zuidwal,pm10
NL,Groningen,Groningen-Europaweg,so2
NL,Groningen,Groningen-Europaweg,no2
NL,Groningen,Groningen-Europaweg,o3
NL,Groningen,Groningen-Europaweg,pm25
NL,Groningen,Groningen-Europaweg,co
NL,Groningen,Groningen-Europaweg,pm10
NL,Groningen,Groningen-Nijensteinheerd,so2
NL,Groningen,Groningen-Nijensteinheerd,no2
NL,Groningen,Groningen-Nijensteinheerd,o3
NL,Groningen,Groningen-Nijensteinheerd,pm25
NL,Groningen,Groningen-Nijensteinheerd,co
NL,Groningen,Groningen-Nijensteinheerd,pm10
NL,Maastricht,Maastricht-Hoge Fronten,so2
NL,Maastricht,Maastricht-Hoge Fronten,no2
NL,Maastricht,Maastricht-Hoge Fronten,o3
NL,Maastricht,Maastricht-Hoge Fronten,pm25
NL,Maastricht,Maastricht-Hoge Fronten,co
NL,Maastricht,Maastricht-Hoge Fronten,pm10
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,so2
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,no2
NL,Rotterdam Zuid,Rotterdam Zuid-Pleinweg,o3
